Airport Name,Zipcode
Williams Ranch Airport,None
Bellmore Farms Airport,81431
Clifford Field,80648
Melon Field,None
Dodsworth Airport,81067
Everitt Airport,None
Canton-Plymouth-Mettetal Airport,None
Mayfield Airport,None
Luther Airport,44685
Hector Municipal Airport,13037
Mckeown Airport,55342
Dry Swamp Airport,19709
Terlingua Ranch Airport,29039
Palo Duro Airport,None
Elkins Field,79118
Buffalo Airport,28433
Moores Airport,None
Maples Field,None
Plateau Sky Ranch Airport,None
Airpark East Airport,12134
Post Oak Ranch Airport,75160
Pine Island Airport,34429
Villa Char Mar Airport,33922
Bass Limited Airport,None
Corkscrew Trace Airpark,32350
Michael Airfield,34142
Eddie Dew Memorial Airpark,13039
Flying N Estates Airport,31331
Shilo Farms Airport,None
De De Airport,None
South One Ten Airport,31632
Aerie Airport,31639
C & W Air Park,30641
Answered Prayer Airport,31836
Beckley Farms Airport,None
Flying D Airport,31030-4313
Forestry-Strip Airport,30206
Hay Field,31523
Waverly Landing Airport,30650
Airlane Enterprises Airport,31831
Harvey Young Airport,13041
Nest of Eagles Airport,12083
Marcy Field,74108
Shawnee Field,12943
Converse Airport,47465
Delphi Municipal Airport,46919
Brown Truck Sales Airport,None
Wallace Field,None
Aero-Lane Airport,50841
Beaux Ranch Field,51645
Red Baron Airpark,83841
Skyline STOLport,83325
Adams Airport,83245
Davis Airport,46711
Amy Airport,47838
Morris Airport,46960
Barnstorm Field,46140
Flight Park Inc Airport,61738
Loy Airport,62260
Holland Field,60912
Belknap-Icarus Acres Airport,61754
Confer's Place Airport,47456
Robinson Airpark,46818
Bottoms Brothers Airport,47117
Harold Emmerich Airport,47918
Triple Creek Airport,62221
Cribbet Airport,61813
Swan Valley Farm Airport,62514
Walder's Farm Airport,61078
Fort Walton Beach Airport,60518
Mahogany Mtn. Airport,32566
Lloyd Stearman Field,97638
Hamilton Field,67017
Waynoka Municipal Airport,67037
South Grand Lake Regional Airport,73860
Kalakaket Creek AS Airport,74301
Huey Airport,None
Cochran Airport,67502
Risky Airport,66042
Leo's Place STOLport,66020
Keyser Airport,66554
Silers Plane Valley Airport,None
Hitch Feeders Ii Inc. Airport,67470
Buehler Airport,None
Belleair Airport,67871
Jordan Hill Farm Airport,40486
Kidwell Airport,40575
Triche Field,70542
Goose Island Airport,70057
Morrow Strip,None
Boondox Field,71356
Spring Brook Airport,61360
Janssen Airport,None
Edwin G. Bennett Airport,61078
Zoomer Field,None
Cal Mire Field,60966
Cameron Airstrip,70728
Ardmore Airport,71334
Myricks Airport,42041
Unknown Field,02779
Mayberry Run Airport,01745
Nikkila Farms Airport,None
Black River Ranch Airport,None
Ramsy Farm Airport,None
Mckenzie's Landing Airport,49807
Vlachos Acres Airport,49783
Southfork Airport,49747
Wetherbee Farm Airport,None
Hay Acres Airport,None
Molnau Airpark,56347
Sky Harbor Residential Airpark,55387
Lake Viking Airport,64742
Longwood Mfg Corp Airport,64620
Double S Ranch Airport,64640
Hines Airport,63943
Eagle's Point & Red Barn Village Airpark,65037
Tapley Airport,None
Peterson Airport,38773
Eagles Ridge Airport,39079
Columbus Air Force Base Aux Field Airfield,38632
Nine Quarter Circle Ranch Airport,39361
Skyrider Ultralightport,None
Wood Strip,None
Davis Airport,57928
Bobcat Field,None
Prill Field,None
Wilcox Airport,59472
Medcalf Field,59103
Smitty's Landing Airport,65738
Short Air Airport,64444
Mooseberry Airport,None
Church's Landing Airport,63755
Carlson Agricultural Airport,64440
Spadaro Airport,None
Albert Airport,11940
Bennett Airport,16821
Bohn Airstrip,21801
Preszler Airstrip,None
Myran Airstrip,59560
Delk's Airport,None
Ron's Ultralight Field,27205
Atwell Airport,27312
Fletcher's Airport,28115
Bell Strip,None
Riley Field,28573
Lonesome Field,None
Northbrook International Ultraport Ultralightport,28071
Andvik Airport,28168
Walkinshaw Airport,None
Dittmer Airport,None
Higgins Bros Airport,None
Paul Ridder Ranch Airport,None
Witthuhn Airport,None
Sibbernsen Airport,None
Miller Airstrip,68007
Roxbury Runway Airport,None
Westtown Airport,12474
Catalano Airfield,10933
Boonville Inc Airport,12941
Me-Own Airport,13309
Fallon Southwest Airpark,13901
Richland Airpark,89496
High Banks Farm Landing Area Airport,13426
Sherman Field,None
Killian Airfield,12540
Dunsmuir Muni-Mott Airport,13147
Bashore Airport,96067
Mole Airport,45359
Kepes Flying Field,45107
Frith Airport,45369
Yoder Airport,45107
Erdy Farm Airport,44641
S and S Field,45152
Dougherty Airport,43343
Mather Field,44836
Derry Landing Strip,44870
Lisbon Airfield,43701
Pauls Airport,45368:45369
Stone Airport,44062
Mc Colloch's Airport,45345
Neversweat Airport,45356
Dave's Place Airport,None
Wolfe Field Airport,73750
Hohman Airport,None
Grimes Airport,73655
Hankins Airport,73003
Steciak Strip,73448
Sunnyhill Airport,73045
Sunset Air Strip,97459
North Plains Gliderport,97133
Clackamas Heights Airport,None
Skyhill Airport,97045
Plymouth Municipal Airport,97004
Hinaman Acres Airport,03264
Ridgeview Airport,None
Wagner Airport,18942
Beaver Creek Ultralightport,17029
Whittle Airport,16141
Schadels Airport,19348
Bentley Airport,17836
Napodano Airport,19470
Ickes Airport,16154
Sankey Airport,11666
Wicker & Wings Aerodrome,16666
Gravelly Valley Airport,93267
Point Roberts Airpark,None
Eckhart International Airport,98281
Darrington Municipal Airport,None
Seiling Airport,None
Priest River Municipal Airport,73663
Slate Creek Airport,83856
Arlington Municipal Airport,83554
Gwinn Field,None
Dorsey Ranch Airport,None
Burke Field,None
Turkey Ridge Airport,None
Vig Limousin Airport,57036
Drake Farm Airport,None
Bogner No Ii Airport,None
Tribitt Airport,57763
Bulverde Airpark,57246
Vigo Park Airport,78163
Last Resort Airport,None
Two Leggs Airport,None
Thompson Field,None
Locker Brothers Airport,None
Briscoes Catarina Ranch Airport,None
Flying F Ranch Airport,None
Bolton Airport,77532
Zuehl Airport,None
Corpora Airport,None
Moore Airport,77859
Ray Farm Airport,79098
Kahuna Bay Airport,78114
Rmr Ranch Airport,75090
Kay Airport,37087
Wagner Field,37857
Higdon Airfield,37306
Eagle Air Airport,37931
Laas Farm Airport,77514
Bar 16 Airport,None
B & S Ultralightport,76648
Dentonio Ranch Airport,77395
Landers Ranch Airport,None
Yoakum Airport,79532
Beggs Ranch Airport,79236
Shoreline Ranch Airport,None
Laney Farm Airport,78645
Muxworthy Airport,None
Killion Ranch Airport,76531
Hawk Ranch Airport,79534
Bear Trap Airport,79043
Moose Creek /US Forest Service/ Airport,None
Murphy Airport,None
New Meadows Airport,83650
Oakley Municipal Airport,83664
Pine Airport,83346
Sabot Airport,None
Micro Airport,23103
Aaron Penston Field,22922:24521
Flying T Farm Airport,23924
Whithall Farm Airport,22554
J-Z Airport,22520
Grove Field,99103
Mexico Farms Airport,98607
Pilot's Pastures Airport,21502
Fall City Airport,98596
Friday West Airport,98024
Waco Field,98250
Spring Valley Farm Airport,45373
Williams Airport,53576
Bed-Ah-Wick Field,54904
Aero Estates Airport,54968
Buzzards Roost Airport,None
Jorgensen - Stoller Airport,54970
Blackhawk Island Airport,54201
Schmidt Ranch Airport,53538
Kettle Moraine Airport,None
Covered Bridge Fields Airport,None
Danielson Field Airport,53012
Simons Airfield,54026
Sky Acres Airport,78642
Mikeska Field,None
Flying Armadillo Field,77466
Tailwheel Acres Airport,None
Gloster Aerodrome,None
Hackberry Airport,77474
Skye Dance Airport,77532
Barton Field,78621
Judge Lewis Field Mt Ayr Municipal Airport,None
New Hampton Municipal Airport,50584
Paullina Municipal Airport,50645
Grand Canyon Bar Ten Airstrip,51248
Owen Field,None
Rak Airport,99562
Mysterious Valley Airport,72061
Golden Land Ranch Airport,85241
Pratt Airport,34972
Lake Suzy Estates Airport,None
Earl L. Small Jr. Field/Stockmar Airport,33983-5341
Harrington Airport,30180-2124
Kay Air Airport,83613
Canary's Airport,46158
Mitek Airport,46131
Quail Creek Airport,61089
Airpark Estates Airport,None
Madi's Meadows Airport,None
Royal Wood Aerodrome,41092
Prevost Airport,64073
Mountain View Airport,None
Crooked Lake Airstrip,None
Stafford Airport,None
Will and Wiley's Aerodrome,14482
Warner's Airport,74018
Lutgen Airport,29651
Mag Drop Airport,57276
Reece Ranch Airport,75491
Bains Private Airport,76055
Woodford Airpark,None
Hawk Ridge Airport,22580
Skatter Creek Airport,24523
Klutts Field,98579
Montana Creek Airport,None
Skarda/Tollville Airport,None
White Mountain Lake Airport,None
Rockledge Airport,85901
Land's Field,32955
Kings Field,32447
Deer Crossing Airport,34711
Minneman Airport,None
Lincoln Farm Airport,47348
Solitude Airstrip,42748
Carroll Airport,None
The Peninsula Airport,21660
Rosenau Airport,65747
Propwash Airport,None
Don Kichote-Quixote Airport,None
Ames Airport,13415
Clearwater Airpark,97392
Seaberg Ranch Airport,29540
Ray's Stall Airport,77535
Shilling's Airport,37843
Eagles Nest Airport,75503
Ranger Creek Airport,23419
Houston Airpark,None
Double Tree Farm Airport,77581
Flying E Airport,None
Bandel Airport,None
Hidden River Airport,15330
Riverside Airport,34240
Treasure Gulch Airport,30733
Lewis Airport,83666
Heller Airport,47620
Johnson Farm Airport,61036
Pike's Airport,71339
Laura's Landing Airport,70512
Sky Landings Airport,None
Wounded Buck Ranch Airport,39452
Flint Ridge Airport,None
Grone Airport,None
Withrotor Airport,None
Giovannone Airport,None
Smith Field,None
Iron Crown Airport,None
Fenner Ranch Airport,97385
Southwind Airport,None
Kissack/Reynolds Airport,53533
Longhorn Aux Landing Strip,82727
Mallard Airport,76558
Yuknis Airport,36925
Classic Airstrip,None
Moreton Airpark,None
Lefko Airport,85358
Aviation Acres Airport,96032
Douthitt Strip,80807
High Mesa Airport,92243
Karlstad Municipal Airport,None
Full Throttle Farm Airport,None
Gyro Town Usa STOLport,19734
Lt Landing Airport,None
Southfork Airport,31019
Clark Airport,None
Ney Airport,62367
Barnes Farm Airport,66086
Dyer's Field,70435
High Grove Airport,04276
Oerke Enterprises Airport,55939
Bayport Aerodrome,59715
Minnkota Private Airport,11705
Stromsburg Municipal Airport,58530
Windswept Airport,68666
Alliance Airport,None
Long Acre Farms Airport,08318
Whitfield'S East Airport,14568
Jolamtra Landing Area Airport,None
Cedar Acres Private Group Airport,14810
Seeley Lake Airport,18942
Rowland R Airfield,59868
Bertani Ranch Airport,75489
The Grove/Ranch Airport,None
Wheatland Airport,76528
Murdock's Holly Bu Airport,23921
Willie's Airport,05143
Bocamanu Airport,54875
Shorthorn Aux Landing Strip,25942
Toad Lake Strip,76558
Griffin Agricultural Airport,99629
Pleasant Valley Airstrip,72380
Lowell City Airport,None
Boswell Airport,49331
Bee Field,93212
Garcon Field,06351
Isley Field,32583
Krassel US Forest Service Airport,50613
Williams Farm Airport,47448
Lambert Airport,42440
Wilderness Airpark,None
Slip Knot Landing Airport,49330
Bergemann Airport,04062
Mistwood Airport,56034
Haggerty Airport,65020
Mc Gee Field,None
Orr Airport,28110
Milburn Airport,None
Reeds Airport,None
Kindelberger Landing Strip,44641
Pinehurst State Airport,15042
The Farm Airport,None
Moore Ranch Airport,29070
Thurber Lake Airport,None
Cherrystone Airport,76463
Irlbeck Airport,23310
Cross-B Airport,53147
Mcminn Airport,78223
Skyflight Airport,36206
Honeybee Lake Aero Park Airport,99709
Mystery Well Ranch Airport,99688
Loma Madera Ranch Airport,None
Lux Field,None
Van Dyke Strip,None
Crystal Lakes Airport,None
Connell's Wahoo Airport,None
Miller Farm Airport,33513
Bob Davis Flying Service Airport,None
Reid-Eash Airport,None
Wyrill Farming Airport,46746
Whalen Field,67661
Cook Airport,21668
Blatter Airport,64870
Smith Air Strip,None
Corr Airport,None
Loucks Airport,69355
Dream Catcher Ranch Airport,14840
Hammond Airport,None
Morrison Field,44632
Mountain Ridge Airport,44402
Ferris Airport,29687
Miller Airfield,77521
Hubbard Airport,None
Memaloose Airport,75901
Hart Ranch Airport,None
Little Plum Creek Airport,None
Headwaters Airport,None
O'Brien Airpark,None
New York Mills Municipal Airport,75154
Richardson Field,56518
"Fly ""N"" K Airport",None
Flying Dare's Ranch Airport,72143
Boeckmann Ranch Airport,None
Hennessy Airport,95693
Seven Shamrock Airport,30263
Duane E. Davis Airport,83864
Ficklin-Airtech Airport,61047
Pepperell Airport,60178
Van Strien Airport,01363
Christianson Field,49355
Taber Field,56548
Hutchinson Airport,65761
Ocean City Municipal Airport,None
Boonville Airport,08226
Chitwood Airstrip,27011
Darrow Field,58831
Oakridge Ranch Airport,None
Duck Creek Airport,None
Lowrance Ranch Airport,74047
Wolf Lake Airport,None
Kitty-Wompus Airport,49201
Little Texas Airport,None
Eagle Roost Airpark,None
Mecosta Morton Airport,None
Holiday Ranch Airport,85320
Sopwith Farm Airport,None
Roubideau Airport,None
Wilson International Airport,None
Oldfield Aero,None
Gelfius International Airport,52565
Bellamy Farm Airport,62828
Ralph Jacobs Airport,None
Myles Landing Airport,62295
Miller Field,21623
Lake Bronson Airport,48768
Route 66 Airfield,56734
Rahn Airport,64836
Mohawk Air Park,59903
Schaller Airport,None
Thomas Landing Airport,45868
Lake Wenatchee State Airport,17086
J C's Airport,None
Tegeler Airport,98238
Kurt's Field,54021
Sport Flyers Airport,76487
Goose Creek Airport,77423
Gates Ranch Airport,28014
Henley Aerodrome,None
Sampley's Airport,72579
Jim Finlay Farm Airport,93665
Cedar Farm Airport,32112
West Grove Airport,47135
O K Flying Club Inc Airport,61047
Highland Farm Airport,62094
Brandon Airdrome Airport,66079
Williamson Airport,42071
Cranland Airport,None
Cannizzaro Field,02350
Miller-Herrold Airport,01086
Pasley Airport,49621
Vineland-Downstown Airport,None
Thies Airport,08360
Ritchie Airfield,None
Dry Pond Airport,None
Spaudling Aerodrome,13624
Newbury Airport,14782
Pellar Farm Airport,43540
Yarrow Airport,97019
Duval County Ranch Co Airport,19473
Midlake Airport,None
Boe-Wrinkle Airport,None
Lehman Airport,76085
Owyhee Reservoir State Airport,76384
Rutherford Airport,98685
Flying G Airport,54721
Remington Field,75142
Grindstone Air Harbor Airport,None
Dubey Airport,48467
Joe Vaughn Spraying Airport,95633
Rolling Meadows Airfield,79052
Norm's Airport,30277
Homestead Airport,46350
Cramer Aerodrome,46725
Schlosser Airport,None
Sawyer Field,21635
Wetenkamp Airport,48854
Rollert Farm Airport,56583
Craik Airport,64089
Kroelinger Airport,None
Bartmess Airport,08360
Fox Airport,None
Hannah Rhea Field,None
Cactus Hill Airport,None
Lockett Airport,76310
Rhynalds Ranch Airport,76384
Whittlesey Cranberry Co Airport,22712
Addison Municipal Airport,None
Lime Village Airport,None
Mac Kenzie Country Airpark,None
Blair Lake Airport,99632
Clear Creek Airport,None
Bootleggers Cove Airport,None
Johnstone Point Airport,None
Hog River Airport,None
Bald Mountain Airport,None
Icy Cape Afs Airport,None
Independence Creek Airport,None
Collier Airpark,None
Emerald Mountain Airport,36535
Flying J Ranch Airport,36093
Dale O. Galer Aerodrome,35967
Mount Aero Lake Farm Airport,36590
Finkley Farm Airport,35077
Bully Henry Airport,36869
Davidson Field,None
Ashmore Field,72561
Glenn Winchester Airport,72719
Indian Hills Airpark,71887
El Mirage-Village Square Airport,None
Millar Airport,85335
Donnelly Residence Airport,None
Mc Gill's Ultralight Field,None
Tubac Ultralight Flightpark Ultralightport,85310-4403
Cape Cod Airport,None
Plum Island Airport,None
Hollister Field,0264
Post Mills Airport,01951
Flying A Airport,05058
Almena Airport,None
Tri-County Airport,49079
Cones Field,61572
Crosswinds Airport,None
Blackinton Airport,None
B & E Ranch Airport,None
Bijou Springs Ranch Airport,None
West Divide Airport,None
Safer Airport,None
Kellogg Airstrip,80107
Mc Cabe Ranch Airport,80535
Longbell Ranch Airport,95912
Mustang Airport,None
Tenaja Valley Airport,None
Paramount Farms Airport,None
Lake Arrowhead Airport,None
Cherokee Trail Ranch Airport,92402
CMRS Airdrome Airport,None
Jackrabbit Strip,81201
Edenway Airport,80634-8412
Barber Airport,81008
Beach City Airport,44411
Willaview Airport,44608
Murphy's Landing Airport,19943
Groton Municipal Airport,19963
Cackleberry Airport,None
Skiatook Municipal Airport,None
Monroe Airpark,74070
Southern Ranch Airport,None
Thunderbird Air Park,None
Freeflight International Airport,None
Mount Olive Farm Airport,32181
Lazyboy Airport,None
Hobby Hill STOLport,32008
Highlander Airport,None
Lib Field,32759
Crystal Village Airport,32189
Folsom Airport,None
Tiger Lake Airport,None
Gorham Airport,33856
Poole Farm Airport,03581
Swaids Field,30054
Wrights Field,31329
Mack's Field,31070
Catoosa Springs STOLport,30206
Shannon Flight Strip,None
Lenora Airport,30161
Chukkar Farm Ultralightport,30039
Petty Farms Airport,30004
Andy Fields Airport,30711
Triple H Airport,54732
Happy Landings Airport,49004
Linda's Roost Airport,50423
Josephine Ranch Airport,83251
Splan Airport,None
Lemons Field,83630
Ed-Air Airport,None
Indian Hills Flying Field,None
Stottlemyer Airport,46902
Baird-Wolford Airport,46036
Sneek Airport,None
Mc Cartney Airport,None
Watters Airport,61024
Mc Neal's Field,60917
Mountain Airport,61244
Sutton Airport,62340
Low and Slow Airport,62869
Meadow Creek Airport,62226
Skip's Place Airport,60449
Gerig's Field,46777
Tatertown Airport,46725
Midkiff Airport,46501
Galloway Airport,47356
Jackson Field,46184
Ritter Field,None
Schertz Aerial Service - Cooksville Airport,None
Wakulla County Airport,61730
Pierson Municipal Airport,32346
Quincy Municipal Airport,32180
Pond Creek Municipal Airport,None
Air Park South Airport,73766
Telida Airport,65721
Elk County Airport,None
Argonia Municipal Airport,67353
Sunrise Beach Airport,67004
Rupp Airport,78643
Rush Airport,None
Stuber Flying Ranch Airport,66081
Plains Municipal Airport,None
Flying H Airport,None
Vonada Airport,None
Starshire Farm Airport,67481
Plane-O-Field Airport,66409
Oz Airport,42170
Womstead Field,None
Seldom Scene Airport,41164
Larimore Municipal Airport,40601
Bunkie Flying Service Airport,None
Reed Flying Service Inc Airport,71322
Howell 1 Airport,70543
Costello Airport,70748
Cwian Field,None
Weihler Airport,None
Roy Burden Restricted Landing Area,60551
Snow Airport,61772
Justus Airport,62544
Adams Restricted Landing Area Number 2,61864
George Airport,None
Chitimacha Air Park,None
Majors Airpark,70523
Harry S Truman Regional Airport,70750
Hoffman's Black Mountain Aerodrome,64011
Recompense Farm Airport,21838
Fly Away Farm Airport,20624
Ennis Aerodrome,20871
Hoby Wolf Airport,21849
Greater Gortner Airport,20674
Heartstone Farm Airport,21550
Larry D Boven Airport,48655
Mc Jilton Field,49048
Somerville Airport,48880
The Farm Airport,49301
Flugplatz Airport,48770
Capen Airport,48768
Pribbs Field,49332
Winter Strip,None
Dreamcatcher Airport,56260
Van Norman's Airport,None
Fussy Airport,None
Trygstad Airport,56314
Fletcher Field,None
Bird Field,64019
Northwood Airport,65781
Breckenridge Airport,64048
Pegasus Ranch Aerodrome,None
Hunziker Airport,65484
Fawn Lake Airport,None
Frerer Strip,None
Runway Ranch Airport,None
Puff Airpark,64138
Kimmel Land & Cattle Airport,None
Bates Airstrip,38851
Ryan Field,None
Braidwater Farm Airport,59936
Briar Creek Airport,5990
Gold Creek Airport,59721
Monroe Field,59733
Miller Airport,56010
Newfound Valley Airport,55319
Redwing Airport,17019
Soderquist Airport,08041
Slater Farm Airport,58579
Mountain Air Airport,None
Hawk's Knoll Airport,None
Scottbrook Farm Airport,None
Flying M Airport,None
Scotland Neck East Airport,27295
Goodnight's Airport,27874
Kraft Airport,28081
Westerlind Airport,None
Makeeff Airport,None
Casslindan Airport,58550
Brekhus Field,58258
Johnson Lake Airport,58787
Spring Lake Airport,68937-9804
Fiese Airstrip,None
Coppersmith Airport,69171
Kumor Airport,None
Pilgrim's Home Airfield,None
Jugtown Mountain Airport,None
Weidel/Private/ Airport,08848
Sanduff Farms Landing Field,08534
Markle Airport,08865
Rose Field,18063
Walton Airport,11759
Old Orchard Airpark,13856
Gibb Ranch Airport,12568
Catskill Valley Airpark,None
Byron Airpark,12482
Towner Farm Airport,14416
Kayutah Lake Airport,14870
Bristol Airstrip,14805
Victory Field,45148
Hilltop Airport,43040
Utter Field,None
El Rancho Airport,45153
Bohannan Airport,97396
Merritt Airport,43074
Cedar Creek Airport,43160
Jbr Airport,45339
Port-O-John Airport,45106:45130
Caesar Creek Soaring Club Gliderport,43126
Air Jordan Airport,45054
Aero Lake Farm Airport,45068
K & D Airways Airport,44273
Twin Lakes Airport,44805
Ragwing Acres Airport,73165
Ferrell Ranch Airport,None
Flying N Ranch Airport,None
Cole Landing Area Airport,None
Pata Skyhaven Airport,73065
Myers Field Airstrip,73026
Big Muddy Ranch Airport,97045
Heavens Gate Ranch Airport,None
Lockhart Airport,None
Sweet Home Airport,None
Washington Island Airport,None
Baraga Airport,97386
Alderman Airport,49908
Boehm's Field,43950
Boden Airport,18459
Johnson Airport,18462
The Old Commonwealth Aerodrome,16743
Shulls Airport,19506
Strawberry Acres Airport,17040
Malco Airport,16442
Market Garden Airport,None
Quemahening Flightpark Ultralightport,17372
Baker-Sell Airport,15563
Mathna Airport,16052
Dyer Airport,89796
Twisp Municipal Airport,89010
Beaver Marsh State Airport,98070
Archer Memorial Field,None
Waterville Airport,48879
Sportsman Airpark,98858
Ridgewood Air Airport,97132
Laurel Hill Farms Airport,29384
Gaston Airport,None
Paradise Valley Airport,29160
Bollweg Farm Airport,57317
Nicolaisen Airport,57536
Dangel Airport,57363
Bixler Ridge Airport,None
Tc Field,None
Percival Springs Airport,None
Hahn Sky Ranch Airport,62424
Gravco STOLport,53002
Triangle Ranch Private Airport,75903
Pyramid Ranch Airport,None
El Coyote Ranch Airport,None
A M I G O For Christ Airport,78353
Eagle Air Park,76086
Flying Oaks Airport,77422
Weems Farm Airport,76020
Frels Airport,None
Piano Ranch Airport,77437
Burris Ranch Airport,78941
Beach Ranch Airport,None
Wagner-Braxdale Airport,None
Wings Field,None
Shoemaker-Shelby Forest Airport,38075
Soggy Bottom Airport,37763
Myska Field,37059
Tigerbird Field,78522
Eagle's Nest Estates Airport,None
Bailey Airport,76065
Blue Sky Airfield,78143
Ray Smith Farm Airport,None
La Fonda Ranch Airport,76457
Lewis Ranch Airport,None
Berry Airport,None
Everitt Airport,76599
Jw Airport,79329
Eagle's Landing Airport,76078
Smith Prairie Airport,None
Rockford Municipal Airport,None
Shearer US Forest Service Airport,None
Stanley Airport,None
Thomas Creek Airport,83178
High Meadow Ranch Airport,None
Fort Ranch Airport,84762
Zangger Vintage Airpark,None
Red Birds Airyard Airport,51241
Melville Airstrip,22473
Merlin Aerodrome,23883
Rosegill Farm Airstrip,None
Arrowhead Point Airport,23031
Brandywyne Farms Airport,23175
Upperville Airport,20188
Cub Haven Airport,20184
Seven Gables Airport,22834
De Vere Field,None
Clearview Airpark,None
Swanson Airport,21157
Stuart Island West Airport,None
Rice Ranch Airport,98250
Kramer Ranch Airport,None
Touchet Valley Airport,None
Bender's Airport,99154
Uff-Da Airport,13245
Shullsburg Airport,53589
Blair Lake Airport,53176
Matson Airport,None
Hecklers' Strip,53589
Davies Airport,53593
Bulldog Ranch Airport,53070
Curns Airport,53952
Mcfaul Airport,54961
Murmuring Springs Airport,54969
Cunningham Airport,54646
Planeacres Airport,54436
Oshkosh Sky Ranch Airport,54904
Hillcrest Airport,54963
Connor'S Lake Landing,None
C. R. Acres Airport,None
Hales Landing Airport,54893
Willow Bend Airport,26143
Haas Airport,24983
Bar Flying E Airport,None
Foard County Airport,None
El Caballero Airport,79227
Knape Airport,None
Flying S Ranch Airport,77577
Someday Ranch Airport,76268
Tailwheel Airport,None
Harris Ranch Airport,75660
Indio-Faith Airport,None
Glad Oaks Airport,None
Skida Patch Airport,None
Cross Triangle Ranch Airport,75414
Foster Ranch Airport,78606
Annandale Ranch Airport,78885
Benson Airstrip,78838
Primghar Airport,78801
Drake Airport,None
Eureka Creek Airport,50230
Eva Creek Airport,None
Doyle Estates Airport,None
Phalanx Airport,None
Gila Compressor Station Airport,None
